CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,NUMBER OF PERSONS KILLED,NUMBER OF PERSONS INJURED,CONTRIBUTING FACTOR VEHICLE 1,VEHICLE_MAKE,DRIVER_LICENSE_STATUS,VEHICLE_TYPE,PERSON_INJURY,PERSON_AGE,PERSON_SEX,TOTAL_INCIDENTS
6/19/22,14:56,BRONX,10469,0,1,Unspecified,OTHER,Licensed,moped,Injured,24,M,1
7/29/22,14:20,BROOKLYN,11237,0,2,Driver Inattention/Distraction,OTHER,Unlicensed,motorcycle,Injured,50,M,1
11/17/23,15:30,BRONX,10471,0,1,Unsafe Speed,OTHER,Permit,motorbike,Unspecified,46,F,1
5/23/23,20:30,BROOKLYN,11239,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,motorcycle,Unspecified,55,F,1
11/5/20,17:40,BRONX,10472,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,34,M,1
9/10/24,6:55,MANHATTAN,10007,0,1,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Unspecified,34,M,1
9/13/22,10:45,MANHATTAN,10011,0,1,Passing Too Closely,OTHER,Licensed,moped,Injured,35,M,1
6/6/24,11:20,MANHATTAN,10013,0,1,Traffic Control Disregarded,YAMAHA,Licensed,motorcycle,Injured,33,M,1
11/10/20,19:50,MANHATTAN,10018,0,0,Unspecified,YAMAHA,Licensed,motorcycle,Unspecified,54,M,1
4/3/21,19:56,MANHATTAN,10019,0,1,Unspecified,OTHER,Unlicensed,motorcycle,Injured,20,M,1
11/22/23,0:00,MANHATTAN,10027,0,1,Pavement Slippery,OTHER,Licensed,moped,Injured,25,M,1
9/3/20,18:25,MANHATTAN,10029,0,0,Passing Too Closely,OTHER,Licensed,motorcycle,Unspecified,39,M,1
11/28/23,11:49,MANHATTAN,10029,0,1,Passing or Lane Usage Improper,OTHER,Unlicensed,motorcycle,Unspecified,52,M,1
5/24/20,20:09,MANHATTAN,10029,1,4,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Injured,66,M,1
6/13/23,10:05,MANHATTAN,10029,0,2,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,37,M,1
5/24/24,15:39,MANHATTAN,10031,0,1,Unspecified,OTHER,Licensed,moped,Unspecified,19,M,1
7/1/23,14:28,MANHATTAN,10033,0,1,Traffic Control Disregarded,OTHER,Permit,motorcycle,Injured,24,M,1
12/5/23,11:40,MANHATTAN,10033,0,1,Unspecified,OTHER,Licensed,moped,Unspecified,31,M,1
10/11/23,15:55,MANHATTAN,10034,0,1,Failure to Yield Right-of-Way,YAMAHA,Licensed,motorcycle,Injured,33,M,1
10/11/23,15:55,MANHATTAN,10034,0,1,Failure to Yield Right-of-Way,YAMAHA,Licensed,motorcycle,Unspecified,85,F,1
9/3/21,8:45,MANHATTAN,10034,0,1,Driver Inexperience,OTHER,Licensed,motorcycle,Injured,26,M,1
7/9/23,20:08,STATEN ISLAND,10306,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Unspecified,34,M,1
10/24/24,16:05,MANHATTAN,10065,0,1,View Obstructed/Limited,OTHER,Licensed,motorcycle,Unspecified,36,M,1
9/2/20,13:15,QUEENS,11101,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorbike,Injured,25,M,1
9/25/22,23:30,QUEENS,11101,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,30,M,1
9/28/23,10:00,QUEENS,11101,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,59,M,1
3/7/24,20:20,QUEENS,11101,0,1,Unspecified,OTHER,Unlicensed,moped,Injured,26,M,1
11/6/23,13:00,QUEENS,11101,0,1,Failure to Yield Right-of-Way,OTHER,Unlicensed,moped,Injured,24,M,1
7/18/22,18:11,QUEENS,11102,0,1,Turning Improperly,YAMAHA,Licensed,motorcycle,Injured,22,M,1
6/11/23,22:19,QUEENS,11102,0,1,Unspecified,YAMAHA,Unlicensed,motorcycle,Unspecified,30,M,1
7/19/24,19:57,QUEENS,11358,0,2,Driver Inattention/Distraction,OTHER,Licensed,moped,Injured,23,M,1
7/25/20,18:10,QUEENS,11103,0,0,Unspecified,YAMAHA,Licensed,motorcycle,Unspecified,37,M,1
8/19/23,1:07,QUEENS,11104,0,2,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,25,M,1
11/8/21,19:30,QUEENS,11105,0,1,Turning Improperly,YAMAHA,Licensed,motorcycle,Unspecified,30,M,1
2/2/24,15:50,QUEENS,11364,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Injured,53,M,1
8/30/20,10:40,QUEENS,11365,0,2,Traffic Control Disregarded,OTHER,Unlicensed,moped,Injured,16,M,1
3/31/21,15:00,QUEENS,11367,0,1,Following Too Closely,OTHER,Licensed,motorcycle,Injured,22,M,1
9/3/24,19:10,QUEENS,11367,0,1,Unspecified,OTHER,Unlicensed,motorcycle,Injured,29,M,1
8/18/22,19:30,QUEENS,11368,0,1,Passing or Lane Usage Improper,OTHER,Unlicensed,moped,Unspecified,54,M,1
6/21/20,1:15,QUEENS,11368,0,1,Unsafe Speed,OTHER,Licensed,motorcycle,Injured,27,M,1
9/1/24,19:15,QUEENS,11368,0,1,Unspecified,OTHER,Licensed,moped,Unspecified,48,M,1
2/28/22,9:45,QUEENS,11369,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,36,M,1
6/27/24,8:06,QUEENS,11372,0,1,Driver Inattention/Distraction,YAMAHA,Unlicensed,motorcycle,Injured,34,M,1
11/21/20,12:24,QUEENS,11372,0,1,Unspecified,OTHER,Licensed,moped,Unspecified,51,M,1
10/3/23,23:00,QUEENS,11372,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Unspecified,31,M,1
10/27/22,14:23,QUEENS,11373,1,0,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Unspecified,34,M,1
12/12/21,14:30,QUEENS,11373,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,57,M,1
4/20/21,7:20,QUEENS,11374,0,2,Unspecified,OTHER,Unlicensed,motorcycle,Unspecified,29,F,1
9/29/22,16:45,QUEENS,11375,0,1,Passing or Lane Usage Improper,UNKNOWN,Licensed,moped,Injured,35,M,1
7/13/24,20:05,QUEENS,11375,0,1,Passenger Distraction,YAMAHA,Licensed,moped,Injured,24,M,1
12/8/23,15:14,QUEENS,11377,0,1,Traffic Control Disregarded,YAMAHA,Licensed,motorcycle,Injured,51,M,1
10/18/24,18:10,QUEENS,11377,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,24,M,1
2/25/21,16:50,QUEENS,11379,0,1,Glare,OTHER,Licensed,motorcycle,Unspecified,62,M,1
5/5/24,13:40,QUEENS,11379,0,0,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Unspecified,48,M,1
11/20/24,7:30,QUEENS,11385,0,1,Reaction to Uninvolved Vehicle,OTHER,Unlicensed,moped,Unspecified,43,F,1
8/28/22,17:30,QUEENS,11414,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,26,F,1
4/23/24,14:19,QUEENS,11417,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,38,M,1
9/5/22,2:08,QUEENS,11423,0,1,Unspecified,YAMAHA,Unlicensed,motorcycle,Unspecified,32,M,1
9/5/22,2:08,QUEENS,11423,0,1,Unspecified,YAMAHA,Unlicensed,motorcycle,Injured,38,M,1
5/2/24,8:07,QUEENS,11426,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,18,M,1
10/14/21,0:25,QUEENS,11432,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,43,M,1
10/26/23,17:27,QUEENS,11694,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,45,M,1
9/5/24,18:22,BROOKLYN,11203,0,1,Unspecified,YAMAHA,Licensed,motorcycle,Injured,38,M,1
6/8/20,14:10,BROOKLYN,11205,0,1,Unspecified,OTHER,Licensed,moped,Injured,38,M,1
3/6/24,21:15,BROOKLYN,11205,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Injured,58,M,1
10/10/23,10:30,BROOKLYN,11205,0,1,Turning Improperly,OTHER,Unlicensed,moped,Unspecified,39,M,1
1/2/24,17:45,BROOKLYN,11206,0,1,Driver Inexperience,OTHER,Unlicensed,moped,Unspecified,30,M,1
1/2/24,17:45,BROOKLYN,11206,0,1,Driver Inexperience,OTHER,Unlicensed,moped,Unspecified,18,M,1
9/10/23,19:33,BROOKLYN,11208,0,1,Unspecified,OTHER,Licensed,moped,Unspecified,48,M,1
10/29/21,12:00,BROOKLYN,11211,0,1,Unsafe Speed,OTHER,Licensed,moped,Unspecified,37,M,1
5/25/21,9:15,BROOKLYN,11211,0,2,Other Vehicular,VESPA,Licensed,motorcycle,Injured,33,M,1
10/1/23,19:45,BROOKLYN,11212,0,1,Aggressive Driving/Road Rage,OTHER,Unlicensed,moped,Injured,42,M,1
1/4/24,14:00,BROOKLYN,11214,0,1,Driver Inexperience,YAMAHA,Licensed,motorcycle,Injured,25,M,1
8/20/22,11:28,BROOKLYN,11217,0,1,Following Too Closely,OTHER,Licensed,moped,Injured,59,F,1
7/21/23,18:30,BROOKLYN,11217,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Injured,20,M,1
9/29/24,22:50,BROOKLYN,11218,0,1,Unspecified,OTHER,Unlicensed,moped,Unspecified,27,M,1
6/15/22,14:00,BROOKLYN,11218,0,1,Unspecified,OTHER,Unlicensed,motorcycle,Unspecified,20,M,1
6/7/21,2:29,BRONX,10451,0,2,Unsafe Speed,OTHER,Licensed,motorcycle,Injured,28,M,1
1/2/24,16:05,BRONX,10452,0,1,Unspecified,OTHER,Unlicensed,moped,Unspecified,26,M,1
12/15/23,8:50,BRONX,10452,0,1,Driver Inexperience,OTHER,Permit,moped,Unspecified,62,F,1
6/15/24,11:30,BRONX,10452,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,58,M,1
4/4/20,19:00,BRONX,10453,0,0,Unsafe Speed,OTHER,Permit,motorcycle,Unspecified,52,M,1
7/15/24,17:08,BROOKLYN,11221,0,0,Following Too Closely,BMW,Licensed,motorbike,Unspecified,52,M,1
10/26/23,16:29,BROOKLYN,11221,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Unspecified,33,M,1
10/29/21,15:00,BRONX,10454,0,1,Other Vehicular,YAMAHA,Licensed,motorcycle,Injured,67,M,1
9/6/23,7:47,BRONX,10455,0,2,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Injured,23,M,1
11/9/24,0:00,BROOKLYN,11223,0,1,Driver Inattention/Distraction,VESPA,Unlicensed,moped,Injured,26,M,1
4/24/22,22:19,BROOKLYN,11223,0,1,Failure to Yield Right-of-Way,YAMAHA,Licensed,motorcycle,Unspecified,26,M,1
11/25/20,20:00,BROOKLYN,11223,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,38,M,1
6/20/20,11:52,BRONX,10456,0,1,Turning Improperly,OTHER,Licensed,motorcycle,Unspecified,52,M,1
7/22/21,21:15,BRONX,10456,0,0,Traffic Control Disregarded,OTHER,Unlicensed,motorcycle,Unspecified,47,M,1
9/28/22,9:21,BRONX,10456,0,1,Unsafe Speed,OTHER,Unlicensed,moped,Injured,22,M,1
5/11/22,16:35,BRONX,10456,0,1,Aggressive Driving/Road Rage,OTHER,Unlicensed,motorbike,Unspecified,34,M,1
11/1/23,13:11,BROOKLYN,11224,0,1,Unsafe Speed,OTHER,Unlicensed,motorcycle,Unspecified,33,F,1
10/19/23,4:05,BRONX,10457,0,1,Turning Improperly,OTHER,Unlicensed,moped,Unspecified,37,M,1
7/28/22,9:43,BRONX,10457,0,2,Traffic Control Disregarded,KAWASAKI,Licensed,motorcycle,Injured,36,M,1
10/31/23,8:52,BROOKLYN,11225,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,52,M,1
6/28/22,17:33,BROOKLYN,11225,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,47,F,1
3/24/22,22:34,BRONX,10458,1,0,Unspecified,OTHER,Unlicensed,moped,Killed,29,M,1
5/28/24,9:00,BROOKLYN,11226,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,41,M,1
6/24/20,15:13,BROOKLYN,11226,0,2,Unspecified,OTHER,Licensed,motorcycle,Injured,58,M,1
8/9/23,11:11,BROOKLYN,11226,0,1,Unspecified,OTHER,Licensed,moped,Unspecified,30,M,1
7/9/22,1:42,BROOKLYN,11226,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,63,M,1
11/10/20,20:38,BRONX,10460,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorbike,Unspecified,50,F,1
7/26/21,19:49,BRONX,10461,0,2,Turning Improperly,OTHER,Licensed,motorcycle,Unspecified,58,F,1
6/17/21,18:51,BROOKLYN,11229,0,2,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,31,M,1
6/8/22,17:31,BROOKLYN,11229,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,47,M,1
12/5/23,15:00,BRONX,10462,0,0,Driver Inattention/Distraction,YAMAHA,Unlicensed,motorcycle,Unspecified,53,M,1
12/1/23,15:50,BROOKLYN,11230,0,1,Turning Improperly,OTHER,Unlicensed,motorcycle,Injured,29,M,1
11/2/24,16:49,BROOKLYN,11230,0,1,Failure to Yield Right-of-Way,YAMAHA,Unlicensed,motorcycle,Injured,19,M,1
12/18/21,13:47,BRONX,10465,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,34,M,1
7/2/23,19:11,BROOKLYN,11233,0,0,Unsafe Speed,OTHER,Unlicensed,moped,Unspecified,35,M,1
7/13/21,16:15,BROOKLYN,11233,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Injured,22,M,1
7/16/21,2:25,BROOKLYN,11233,0,2,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Unspecified,28,F,1
6/9/22,20:09,BRONX,10466,0,1,Turning Improperly,OTHER,Unlicensed,moped,Unspecified,55,M,1
6/9/22,20:09,BRONX,10466,0,1,Turning Improperly,OTHER,Unlicensed,moped,Injured,52,M,1
7/14/21,12:42,BRONX,10467,0,1,Other Vehicular,OTHER,Unlicensed,moped,Injured,22,M,1
8/12/23,12:02,BROOKLYN,11236,0,1,Traffic Control Disregarded,YAMAHA,Licensed,motorcycle,Injured,23,M,1
8/12/23,12:02,BROOKLYN,11236,0,1,Traffic Control Disregarded,YAMAHA,Licensed,motorcycle,Unspecified,51,M,1
2/8/24,14:50,BROOKLYN,11237,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Unspecified,22,F,1
9/1/22,7:38,BRONX,10475,0,2,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,36,M,1
6/26/23,9:30,BROOKLYN,11249,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Unspecified,31,F,1
2/9/22,17:30,BROOKLYN,11249,0,1,Unsafe Speed,YAMAHA,Licensed,motorcycle,Unspecified,75,M,1
8/2/21,18:22,QUEENS,11004,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,29,M,1
8/20/22,1:28,MANHATTAN,10010,0,1,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Injured,34,M,1
8/20/22,1:28,MANHATTAN,10010,0,1,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Unspecified,24,M,1
5/15/23,1:23,MANHATTAN,10010,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,36,M,1
9/3/22,1:29,MANHATTAN,10013,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,22,M,1
9/7/23,5:40,MANHATTAN,10019,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,55,M,1
5/23/22,14:10,MANHATTAN,10021,0,1,Failure to Yield Right-of-Way,YAMAHA,Licensed,motorcycle,Unspecified,52,M,1
6/14/22,8:22,MANHATTAN,10022,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Injured,39,M,1
6/14/22,8:22,MANHATTAN,10022,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Unspecified,45,M,1
12/5/23,8:40,MANHATTAN,10022,0,1,Outside Car Distraction,BMW,Licensed,motorcycle,Injured,22,M,1
12/5/23,8:40,MANHATTAN,10022,0,1,Outside Car Distraction,BMW,Licensed,motorcycle,Unspecified,59,M,1
2/25/21,20:28,MANHATTAN,10027,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorbike,Injured,55,M,1
5/5/22,12:23,MANHATTAN,10028,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,30,F,1
11/9/21,10:16,MANHATTAN,10029,1,0,Unsafe Speed,OTHER,Licensed,motorbike,Unspecified,15,M,1
7/6/21,8:44,MANHATTAN,10032,0,2,Unsafe Speed,YAMAHA,Licensed,motorcycle,Injured,30,M,1
11/9/23,4:17,MANHATTAN,10033,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Injured,19,M,1
4/20/23,17:10,MANHATTAN,10035,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,63,F,1
6/4/22,21:32,MANHATTAN,10036,0,2,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,47,M,1
10/8/21,13:19,MANHATTAN,10036,0,0,Unspecified,VESPA,Licensed,moped,Unspecified,30,M,1
8/7/22,22:08,MANHATTAN,10038,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,32,M,1
11/1/21,16:46,MANHATTAN,10040,0,1,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Injured,44,M,1
2/9/24,14:50,STATEN ISLAND,10306,0,1,Unsafe Speed,YAMAHA,Licensed,motorcycle,Unspecified,42,F,1
6/3/24,15:10,STATEN ISLAND,10306,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,24,M,1
10/4/24,21:15,STATEN ISLAND,10306,0,1,Following Too Closely,YAMAHA,Licensed,motorcycle,Injured,33,M,1
10/9/22,14:00,STATEN ISLAND,10306,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,47,M,1
5/19/23,9:00,QUEENS,11101,0,1,Traffic Control Disregarded,OTHER,Unlicensed,motorcycle,Unspecified,37,M,1
3/16/23,9:59,QUEENS,11101,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,25,M,1
9/23/22,17:29,QUEENS,11101,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,21,M,1
12/6/21,11:32,QUEENS,11102,0,1,Unsafe Lane Changing,OTHER,Unlicensed,motorcycle,Injured,19,M,1
6/17/21,20:30,QUEENS,11103,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,41,M,1
6/12/20,0:00,QUEENS,11361,0,0,Backing Unsafely,OTHER,Licensed,motorcycle,Unspecified,40,M,1
6/12/20,0:00,QUEENS,11361,0,0,Backing Unsafely,OTHER,Licensed,motorcycle,Unspecified,55,M,1
12/29/23,11:30,QUEENS,11364,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,84,M,1
9/7/23,18:50,QUEENS,11366,0,1,Driver Inattention/Distraction,YAMAHA,Licensed,motorcycle,Injured,23,M,1
7/24/23,20:06,QUEENS,11368,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,26,M,1
12/30/22,19:35,QUEENS,11368,0,1,Fell Asleep,OTHER,Unlicensed,motorbike,Unspecified,31,M,1
11/1/24,19:25,QUEENS,11368,0,1,View Obstructed/Limited,OTHER,Licensed,motorcycle,Unspecified,55,M,1
6/18/23,6:45,QUEENS,11368,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,22,M,1
7/8/24,17:50,QUEENS,11369,0,1,Traffic Control Disregarded,OTHER,Unlicensed,motorcycle,Injured,32,M,1
10/14/24,17:17,QUEENS,11372,0,3,Driver Inexperience,OTHER,Licensed,motorcycle,Injured,22,M,1
9/29/24,3:50,QUEENS,11372,0,1,Driver Inattention/Distraction,OTHER,Permit,motorcycle,Unspecified,35,M,1
5/4/21,18:15,QUEENS,11374,0,1,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Unspecified,63,M,1
5/4/21,18:15,QUEENS,11374,0,1,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Injured,36,M,1
8/10/22,7:00,QUEENS,11374,0,1,Unsafe Lane Changing,OTHER,Licensed,motorcycle,Injured,54,M,1
5/22/24,6:50,QUEENS,11375,0,0,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,27,F,1
6/15/23,20:50,QUEENS,11375,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,54,M,1
6/19/24,9:50,QUEENS,11375,0,1,Passing or Lane Usage Improper,OTHER,Licensed,moped,Unspecified,24,M,1
5/8/24,3:10,QUEENS,11377,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Injured,17,M,1
1/29/20,0:30,QUEENS,11377,0,1,Driver Inattention/Distraction,YAMAHA,Licensed,motorcycle,Injured,32,M,1
1/10/24,13:20,QUEENS,11378,0,0,Turning Improperly,OTHER,Licensed,moped,Unspecified,31,M,1
7/3/24,2:35,QUEENS,11378,0,0,Unspecified,OTHER,Licensed,moped,Unspecified,63,F,1
8/6/22,21:07,QUEENS,11385,0,2,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Injured,44,M,1
5/21/24,7:50,QUEENS,11385,0,2,Passing or Lane Usage Improper,OTHER,Licensed,moped,Injured,46,M,1
5/21/24,7:50,QUEENS,11385,0,2,Passing or Lane Usage Improper,OTHER,Licensed,moped,Unspecified,24,M,1
8/14/24,7:21,QUEENS,11413,0,2,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Injured,24,M,1
7/11/24,17:55,QUEENS,11418,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,30,F,1
10/16/22,17:43,QUEENS,11419,0,1,Failure to Yield Right-of-Way,OTHER,Unlicensed,motorcycle,Injured,14,M,1
7/26/23,13:55,QUEENS,11421,0,1,Failure to Yield Right-of-Way,OTHER,Unlicensed,moped,Unspecified,72,M,1
6/15/24,21:10,QUEENS,11423,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,48,F,1
3/7/23,14:50,QUEENS,11434,1,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,43,M,1
3/28/24,14:36,QUEENS,11434,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Unspecified,81,M,1
8/18/23,0:30,BROOKLYN,11203,0,1,Failure to Yield Right-of-Way,OTHER,Permit,moped,Injured,28,M,1
9/16/24,11:00,BROOKLYN,11204,0,1,Unspecified,YAMAHA,Licensed,motorcycle,Injured,19,M,1
9/23/22,0:00,BROOKLYN,11205,0,1,Passing or Lane Usage Improper,OTHER,Licensed,moped,Unspecified,25,M,1
8/30/22,3:05,BROOKLYN,11205,0,1,Traffic Control Disregarded,OTHER,Licensed,moped,Unspecified,56,M,1
8/30/22,3:05,BROOKLYN,11205,0,1,Traffic Control Disregarded,OTHER,Licensed,moped,Injured,26,M,1
11/4/22,20:35,BROOKLYN,11206,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,22,F,1
5/16/20,20:30,BROOKLYN,11206,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Unspecified,31,M,1
7/18/23,19:22,BROOKLYN,11206,0,2,Passing or Lane Usage Improper,OTHER,Permit,moped,Injured,23,M,1
10/5/21,8:45,BROOKLYN,11206,0,1,Following Too Closely,OTHER,Licensed,moped,Injured,26,M,1
3/3/24,2:30,BROOKLYN,11207,0,0,Unsafe Lane Changing,OTHER,Unlicensed,moped,Unspecified,30,M,1
8/27/21,17:31,BROOKLYN,11207,1,0,Failure to Yield Right-of-Way,YAMAHA,Licensed,motorcycle,Unspecified,59,M,1
3/16/21,16:33,BROOKLYN,11207,0,1,Driver Inexperience,OTHER,Unlicensed,moped,Unspecified,54,M,1
5/24/22,19:35,BROOKLYN,11208,0,1,Reaction to Uninvolved Vehicle,OTHER,Licensed,motorcycle,Unspecified,47,M,1
5/24/22,19:35,BROOKLYN,11208,0,1,Reaction to Uninvolved Vehicle,OTHER,Licensed,motorcycle,Injured,35,M,1
4/13/22,15:31,BROOKLYN,11209,0,1,View Obstructed/Limited,OTHER,Permit,moped,Injured,30,M,1
6/13/23,18:45,BROOKLYN,11209,0,2,Driver Inexperience,OTHER,Unlicensed,moped,Injured,14,M,1
8/2/21,21:00,BROOKLYN,11210,0,0,Unspecified,BMW,Licensed,motorcycle,Unspecified,31,F,1
10/25/23,19:04,BROOKLYN,11211,0,2,Driver Inattention/Distraction,OTHER,Licensed,moped,Injured,19,M,1
12/3/20,19:55,BROOKLYN,11211,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,42,M,1
12/24/23,16:33,BRONX,10451,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Injured,35,M,1
8/4/23,1:00,BRONX,10452,0,1,Traffic Control Disregarded,OTHER,Permit,moped,Unspecified,30,M,1
5/21/24,20:50,BRONX,10453,0,2,Unsafe Speed,OTHER,Unlicensed,motorcycle,Injured,35,M,1
10/11/22,14:30,BRONX,10454,0,2,Failure to Yield Right-of-Way,OTHER,Unlicensed,moped,Injured,46,M,1
12/2/23,12:40,BRONX,10454,0,0,Driver Inexperience,OTHER,Unlicensed,motorcycle,Unspecified,20,M,1
11/1/24,6:00,BROOKLYN,11222,0,1,Failure to Yield Right-of-Way,OTHER,Unlicensed,moped,Injured,33,M,1
6/4/20,14:55,BRONX,10455,0,2,Turning Improperly,OTHER,Permit,motorcycle,Injured,29,F,1
7/29/23,3:40,BRONX,10457,0,1,Unsafe Speed,OTHER,Unlicensed,motorcycle,Injured,22,M,1
11/14/23,19:42,BRONX,10457,0,0,Following Too Closely,OTHER,Permit,moped,Unspecified,26,M,1
6/3/22,12:15,BRONX,10458,0,1,Other Vehicular,OTHER,Unlicensed,moped,Unspecified,24,M,1
6/9/22,3:18,BRONX,10458,0,1,Unsafe Lane Changing,OTHER,Licensed,moped,Injured,31,M,1
6/9/22,3:18,BRONX,10458,0,1,Unsafe Lane Changing,OTHER,Licensed,moped,Unspecified,23,M,1
8/14/21,18:45,BRONX,10459,0,0,Unspecified,YAMAHA,Licensed,motorcycle,Unspecified,45,M,1
7/14/21,20:35,BRONX,10461,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,51,F,1
7/27/21,18:00,BRONX,10461,0,1,Turning Improperly,OTHER,Licensed,motorcycle,Unspecified,48,M,1
5/12/22,16:32,BROOKLYN,11231,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Unspecified,48,M,1
8/11/23,22:28,BRONX,10464,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,47,M,1
8/11/23,22:28,BRONX,10464,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,41,M,1
3/31/20,12:13,BROOKLYN,11232,0,0,Following Too Closely,OTHER,Licensed,moped,Unspecified,38,M,1
8/12/22,5:08,BROOKLYN,11233,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,43,M,1
4/24/21,0:20,BRONX,10466,0,2,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Injured,38,M,1
3/12/24,13:26,BROOKLYN,11234,0,1,Traffic Control Disregarded,OTHER,Unlicensed,moped,Unspecified,20,M,1
9/9/20,22:24,BROOKLYN,11234,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,31,M,1
